Ano,State,Month,Number,Date
1999,AM,Fev,43,1/1/1999
2000,AM,Fev,62,1/1/2000
2001,AM,Fev,8,1/1/2001
2002,AM,Fev,2,1/1/2002
2003,AM,Fev,62,1/1/2003
2004,AM,Fev,92,1/1/2004
2005,AM,Fev,6,1/1/2005
2006,AM,Fev,10,1/1/2006
2007,AM,Fev,92,1/1/2007
2008,AM,Fev,32,1/1/2008
2009,AM,Fev,3,1/1/2009
2010,AM,Fev,81,1/1/2010
2011,AM,Fev,30,1/1/2011
2012,AM,Fev,25,1/1/2012
2013,AM,Fev,16,1/1/2013
2014,AM,Fev,49,1/1/2014
2015,AM,Fev,107,1/1/2015
2016,AM,Fev,275,1/1/2016
2017,AM,Fev,52,1/1/2017
1998,AM,Mar,0,1/1/1998
1999,AM,Mar,7,1/1/1999
2000,AM,Mar,69,1/1/2000
2001,AM,Mar,6,1/1/2001
2002,AM,Mar,5,1/1/2002
2003,AM,Mar,64,1/1/2003
2004,AM,Mar,6,1/1/2004
2005,AM,Mar,12,1/1/2005
2006,AM,Mar,20,1/1/2006
2007,AM,Mar,6,1/1/2007
2008,AM,Mar,10,1/1/2008
2009,AM,Mar,11,1/1/2009
2010,AM,Mar,116,1/1/2010
2011,AM,Mar,49,1/1/2011
2012,AM,Mar,17,1/1/2012
2013,AM,Mar,49,1/1/2013
2014,AM,Mar,50,1/1/2014
2015,AM,Mar,46,1/1/2015
2016,AM,Mar,140,1/1/2016
2017,AM,Mar,45,1/1/2017
1998,AM,Apr,0,1/1/1998
1999,AM,Apr,2,1/1/1999
2000,AM,Apr,18,1/1/2000
2001,AM,Apr,1,1/1/2001
2002,AM,Apr,2,1/1/2002
2003,AM,Apr,11,1/1/2003
2004,AM,Apr,4,1/1/2004
2005,AM,Apr,5,1/1/2005
2006,AM,Apr,5,1/1/2006
2007,AM,Apr,0,1/1/2007
2008,AM,Apr,13,1/1/2008
2009,AM,Apr,1,1/1/2009
2010,AM,Apr,11,1/1/2010
2011,AM,Apr,5,1/1/2011
2012,AM,Apr,3,1/1/2012
2013,AM,Apr,20,1/1/2013
2014,AM,Apr,25,1/1/2014
2015,AM,Apr,24,1/1/2015
2016,AM,Apr,22,1/1/2016
2017,AM,Apr,20,1/1/2017
1998,AM,May,0,1/1/1998
1999,AM,May,0,1/1/1999
2000,AM,May,51,1/1/2000
2001,AM,May,0,1/1/2001
2002,AM,May,8,1/1/2002
2003,AM,May,2,1/1/2003
2004,AM,May,0,1/1/2004
2005,AM,May,8,1/1/2005
2006,AM,May,4,1/1/2006
2007,AM,May,0,1/1/2007
2008,AM,May,1,1/1/2008
2009,AM,May,3,1/1/2009
2010,AM,May,13,1/1/2010
2011,AM,May,6,1/1/2011
2012,AM,May,12,1/1/2012
2013,AM,May,19,1/1/2013
2014,AM,May,12,1/1/2014
2015,AM,May,10,1/1/2015
2016,AM,May,30,1/1/2016
2017,AM,May,40,1/1/2017
1998,AM,Jun,2,1/1/1998
1999,AM,Jun,7,1/1/1999
2000,AM,Jun,6,1/1/2000
2001,AM,Jun,5,1/1/2001
2002,AM,Jun,5,1/1/2002
2003,AM,Jun,3,1/1/2003
2004,AM,Jun,12,1/1/2004
2005,AM,Jun,78,1/1/2005
2006,AM,Jun,9,1/1/2006
2007,AM,Jun,23,1/1/2007
2008,AM,Jun,7,1/1/2008
2009,AM,Jun,13,1/1/2009
2010,AM,Jun,9,1/1/2010
2011,AM,Jun,22,1/1/2011
2012,AM,Jun,45,1/1/2012
2013,AM,Jun,56,1/1/2013
2014,AM,Jun,74,1/1/2014
2015,AM,Jun,33,1/1/2015
2016,AM,Jun,90,1/1/2016
2017,AM,Jun,119,1/1/2017
1998,AM,Jul,71,1/1/1998
1999,AM,Jul,11,1/1/1999
2000,AM,Jul,39,1/1/2000
2001,AM,Jul,9,1/1/2001
2002,AM,Jul,146,1/1/2002
2003,AM,Jul,180,1/1/2003
2004,AM,Jul,177,1/1/2004
2005,AM,Jul,676,1/1/2005
2006,AM,Jul,123,1/1/2006
2007,AM,Jul,116,1/1/2007
2008,AM,Jul,108,1/1/2008
2009,AM,Jul,199,1/1/2009
2010,AM,Jul,640,1/1/2010
2011,AM,Jul,271,1/1/2011
2012,AM,Jul,234,1/1/2012
2013,AM,Jul,248,1/1/2013
2014,AM,Jul,202,1/1/2014
2015,AM,Jul,356,1/1/2015
2016,AM,Jul,1.137,1/1/2016
2017,AM,Jul,1.975,1/1/2017
1998,AM,Aug,321,1/1/1998
1999,AM,Aug,259,1/1/1999
2000,AM,Aug,180,1/1/2000
2001,AM,Aug,501,1/1/2001
2002,AM,Aug,741,1/1/2002
2003,AM,Aug,1.867,1/1/2003
2004,AM,Aug,1.207,1/1/2004
2005,AM,Aug,2.316,1/1/2005
2006,AM,Aug,1.422,1/1/2006
2007,AM,Aug,2.241,1/1/2007
2008,AM,Aug,861,1/1/2008
2009,AM,Aug,1.321,1/1/2009
2010,AM,Aug,3.727,1/1/2010
2011,AM,Aug,1.243,1/1/2011
2012,AM,Aug,3.011,1/1/2012
2013,AM,Aug,1.276,1/1/2013
2014,AM,Aug,3.852,1/1/2014
2015,AM,Aug,4.564,1/1/2015
2016,AM,Aug,3.611,1/1/2016
2017,AM,Aug,6.316,1/1/2017
1998,AM,Sep,267,1/1/1998
1999,AM,Sep,216,1/1/1999
2000,AM,Sep,189,1/1/2000
2001,AM,Sep,166,1/1/2001
2002,AM,Sep,928,1/1/2002
2003,AM,Sep,1.401,1/1/2003
2004,AM,Sep,911,1/1/2004
2005,AM,Sep,2.812,1/1/2005
2006,AM,Sep,2.218,1/1/2006
2007,AM,Sep,1.36,1/1/2007
2008,AM,Sep,998,1/1/2008
2009,AM,Sep,3.091,1/1/2009
2010,AM,Sep,2.781,1/1/2010
2011,AM,Sep,1.295,1/1/2011
2012,AM,Sep,2.392,1/1/2012
2013,AM,Sep,1.739,1/1/2013
2014,AM,Sep,3.057,1/1/2014
2015,AM,Sep,5.882,1/1/2015
2016,AM,Sep,3.119,1/1/2016
2017,AM,Sep,4.033,1/1/2017
1998,AM,Oct,83,1/1/1998
1999,AM,Oct,479,1/1/1999
2000,AM,Oct,145,1/1/2000
2001,AM,Oct,332,1/1/2001
2002,AM,Oct,695,1/1/2002
2003,AM,Oct,725,1/1/2003
2004,AM,Oct,710,1/1/2004
2005,AM,Oct,545,1/1/2005
2006,AM,Oct,721,1/1/2006
2007,AM,Oct,215,1/1/2007
2008,AM,Oct,632,1/1/2008
2009,AM,Oct,2.189,1/1/2009
2010,AM,Oct,889,1/1/2010
2011,AM,Oct,694,1/1/2011
2012,AM,Oct,1.238,1/1/2012
2013,AM,Oct,1.202,1/1/2013
2014,AM,Oct,952,1/1/2014
2015,AM,Oct,2.494,1/1/2015
2016,AM,Oct,2.105,1/1/2016
2017,AM,Oct,1.581,1/1/2017
1998,AM,Nov,6,1/1/1998
1999,AM,Nov,32,1/1/1999
2000,AM,Nov,27,1/1/2000
2001,AM,Nov,244,1/1/2001
2002,AM,Nov,259,1/1/2002
2003,AM,Nov,169,1/1/2003
2004,AM,Nov,209,1/1/2004
2005,AM,Nov,261,1/1/2005
2006,AM,Nov,59,1/1/2006
2007,AM,Nov,90,1/1/2007
2008,AM,Nov,39,1/1/2008
2009,AM,Nov,973,1/1/2009
2010,AM,Nov,354,1/1/2010
2011,AM,Nov,399,1/1/2011
2012,AM,Nov,682,1/1/2012
2013,AM,Nov,220,1/1/2013
2014,AM,Nov,676,1/1/2014
2015,AM,Nov,1.054,1/1/2015
2016,AM,Nov,591,1/1/2016
2017,AM,Nov,552,1/1/2017
1998,AM,Dec,196,1/1/1998
1999,AM,Dec,2,1/1/1999
2000,AM,Dec,60,1/1/2000
2001,AM,Dec,22,1/1/2001
2002,AM,Dec,44,1/1/2002
2003,AM,Dec,147,1/1/2003
2004,AM,Dec,53,1/1/2004
2005,AM,Dec,17,1/1/2005
2006,AM,Dec,23,1/1/2006
2007,AM,Dec,7,1/1/2007
2008,AM,Dec,0,1/1/2008
2009,AM,Dec,102,1/1/2009
2010,AM,Dec,123,1/1/2010
2011,AM,Dec,121,1/1/2011
2012,AM,Dec,80,1/1/2012
2013,AM,Dec,236,1/1/2013
2014,AM,Dec,293,1/1/2014
2015,AM,Dec,565,1/1/2015
2016,AM,Dec,133,1/1/2016
1998,BA,Jan,0,1/1/1998
1999,BA,Jan,114,1/1/1999
2000,BA,Jan,31,1/1/2000
2001,BA,Jan,24,1/1/2001
2002,BA,Jan,125,1/1/2002
2003,BA,Jan,439,1/1/2003
2004,BA,Jan,158,1/1/2004
2005,BA,Jan,303,1/1/2005
2006,BA,Jan,225,1/1/2006
2007,BA,Jan,373,1/1/2007
2008,BA,Jan,314,1/1/2008
2009,BA,Jan,177,1/1/2009
2010,BA,Jan,297,1/1/2010
2011,BA,Jan,101,1/1/2011
2012,BA,Jan,179,1/1/2012
2013,BA,Jan,125,1/1/2013
2014,BA,Jan,132,1/1/2014
2015,BA,Jan,256,1/1/2015
2016,BA,Jan,285,1/1/2016
2017,BA,Jan,154,1/1/2017
1998,BA,Fev,0,1/1/1998
1999,BA,Fev,157,1/1/1999
2000,BA,Fev,32,1/1/2000
2001,BA,Fev,101,1/1/2001
2002,BA,Fev,204,1/1/2002
2003,BA,Fev,223,1/1/2003
2004,BA,Fev,122,1/1/2004
2005,BA,Fev,143,1/1/2005
2006,BA,Fev,277,1/1/2006
2007,BA,Fev,113,1/1/2007
2008,BA,Fev,235,1/1/2008
2009,BA,Fev,117,1/1/2009
2010,BA,Fev,206,1/1/2010
2011,BA,Fev,156,1/1/2011
2012,BA,Fev,200,1/1/2012
2013,BA,Fev,231,1/1/2013
2014,BA,Fev,107,1/1/2014
2015,BA,Fev,143,1/1/2015
2016,BA,Fev,418,1/1/2016
2017,BA,Fev,100,1/1/2017
1998,BA,Mar,0,1/1/1998
1999,BA,Mar,83,1/1/1999
2000,BA,Mar,65,1/1/2000
2001,BA,Mar,4,1/1/2001
2002,BA,Mar,146,1/1/2002
2003,BA,Mar,274,1/1/2003
2004,BA,Mar,115,1/1/2004
2005,BA,Mar,158,1/1/2005
2006,BA,Mar,199,1/1/2006
2007,BA,Mar,141,1/1/2007
2008,BA,Mar,135,1/1/2008
2009,BA,Mar,249,1/1/2009
2010,BA,Mar,156,1/1/2010
2011,BA,Mar,90,1/1/2011
2012,BA,Mar,404,1/1/2012
2013,BA,Mar,363,1/1/2013
2014,BA,Mar,148,1/1/2014
2015,BA,Mar,229,1/1/2015
2016,BA,Mar,281,1/1/2016
2017,BA,Mar,163,1/1/2017
1998,BA,Apr,0,1/1/1998
1999,BA,Apr,55,1/1/1999
2000,BA,Apr,23,1/1/2000
2001,BA,Apr,26,1/1/2001
2002,BA,Apr,110,1/1/2002
2003,BA,Apr,376,1/1/2003
2004,BA,Apr,89,1/1/2004
2005,BA,Apr,76,1/1/2005
2006,BA,Apr,60,1/1/2006
2007,BA,Apr,64,1/1/2007
2008,BA,Apr,151,1/1/2008
2009,BA,Apr,40,1/1/2009
2010,BA,Apr,103,1/1/2010
2011,BA,Apr,149,1/1/2011
2012,BA,Apr,396,1/1/2012
2013,BA,Apr,108,1/1/2013
2014,BA,Apr,183,1/1/2014
2015,BA,Apr,190,1/1/2015
2016,BA,Apr,217,1/1/2016
2017,BA,Apr,94,1/1/2017
1998,BA,May,0,1/1/1998
1999,BA,May,76,1/1/1999
2000,BA,May,71,1/1/2000
2001,BA,May,85,1/1/2001
2002,BA,May,166,1/1/2002
2003,BA,May,106,1/1/2003
2004,BA,May,124,1/1/2004
2005,BA,May,120,1/1/2005
2006,BA,May,43,1/1/2006
2007,BA,May,161,1/1/2007
2008,BA,May,56,1/1/2008
2009,BA,May,34,1/1/2009
2010,BA,May,198,1/1/2010
2011,BA,May,189,1/1/2011
2012,BA,May,326,1/1/2012
2013,BA,May,141,1/1/2013
2014,BA,May,224,1/1/2014
2015,BA,May,144,1/1/2015
2016,BA,May,259,1/1/2016
2017,BA,May,121,1/1/2017
1998,BA,Jun,55,1/1/1998
1999,BA,Jun,64,1/1/1999
2000,BA,Jun,178,1/1/2000
2001,BA,Jun,98,1/1/2001
2002,BA,Jun,118,1/1/2002
2003,BA,Jun,140,1/1/2003
2004,BA,Jun,289,1/1/2004
2005,BA,Jun,211,1/1/2005
2006,BA,Jun,68,1/1/2006
2007,BA,Jun,270,1/1/2007
2008,BA,Jun,72,1/1/2008
2009,BA,Jun,92,1/1/2009
2010,BA,Jun,192,1/1/2010
2011,BA,Jun,345,1/1/2011
2012,BA,Jun,385,1/1/2012
2013,BA,Jun,208,1/1/2013
2014,BA,Jun,243,1/1/2014
2015,BA,Jun,242,1/1/2015
2016,BA,Jun,416,1/1/2016
2017,BA,Jun,329,1/1/2017
1998,BA,Jul,219,1/1/1998
1999,BA,Jul,107,1/1/1999
2000,BA,Jul,202,1/1/2000
2001,BA,Jul,248,1/1/2001
2002,BA,Jul,549,1/1/2002
2003,BA,Jul,261,1/1/2003
2004,BA,Jul,310,1/1/2004
2005,BA,Jul,269,1/1/2005
2006,BA,Jul,229,1/1/2006
2007,BA,Jul,811,1/1/2007
2008,BA,Jul,271,1/1/2008
2009,BA,Jul,321,1/1/2009
2010,BA,Jul,519,1/1/2010
2011,BA,Jul,578,1/1/2011
2012,BA,Jul,906,1/1/2012
2013,BA,Jul,362,1/1/2013
2014,BA,Jul,249,1/1/2014
2015,BA,Jul,306,1/1/2015
2016,BA,Jul,345,1/1/2016
2017,BA,Jul,300,1/1/2017
1998,BA,Aug,815,1/1/1998
1999,BA,Aug,453,1/1/1999
2000,BA,Aug,633,1/1/2000
2001,BA,Aug,979,1/1/2001
2002,BA,Aug,1.827,1/1/2002
2003,BA,Aug,1.039,1/1/2003
2004,BA,Aug,1.43,1/1/2004
2005,BA,Aug,948,1/1/2005
2006,BA,Aug,995,1/1/2006
2007,BA,Aug,3.734,1/1/2007
2008,BA,Aug,611,1/1/2008
2009,BA,Aug,439,1/1/2009
2010,BA,Aug,2.423,1/1/2010
2011,BA,Aug,1.795,1/1/2011
2012,BA,Aug,1.835,1/1/2012
2013,BA,Aug,610,1/1/2013
2014,BA,Aug,674,1/1/2014
2015,BA,Aug,829,1/1/2015
2016,BA,Aug,724,1/1/2016
2017,BA,Aug,1.018,1/1/2017
1998,BA,Sep,2.718,1/1/1998
1999,BA,Sep,1.275,1/1/1999
2000,BA,Sep,2.285,1/1/2000
2001,BA,Sep,3.964,1/1/2001
2002,BA,Sep,6.439,1/1/2002
2003,BA,Sep,8.847,1/1/2003
2004,BA,Sep,6.433,1/1/2004
2005,BA,Sep,4.066,1/1/2005
2006,BA,Sep,3.006,1/1/2006
2007,BA,Sep,7.438,1/1/2007
2008,BA,Sep,4.837,1/1/2008
2009,BA,Sep,3.61,1/1/2009
2010,BA,Sep,5.323,1/1/2010
2011,BA,Sep,7.086,1/1/2011
2012,BA,Sep,7.495,1/1/2012
2013,BA,Sep,2.681,1/1/2013
2014,BA,Sep,2.604,1/1/2014
2015,BA,Sep,7.956,1/1/2015
2016,BA,Sep,1.819,1/1/2016
2017,BA,Sep,1.791,1/1/2017
1998,BA,Oct,1.969,1/1/1998
1999,BA,Oct,1.307,1/1/1999
2000,BA,Oct,3.35,1/1/2000
2001,BA,Oct,1.687,1/1/2001
2002,BA,Oct,5.414,1/1/2002
2003,BA,Oct,4.264,1/1/2003
2004,BA,Oct,4.81,1/1/2004
2005,BA,Oct,8.405,1/1/2005
2006,BA,Oct,2.079,1/1/2006
2007,BA,Oct,4.981,1/1/2007
2008,BA,Oct,7.691,1/1/2008
2009,BA,Oct,2.552,1/1/2009
2010,BA,Oct,5.264,1/1/2010
2011,BA,Oct,2.166,1/1/2011
2012,BA,Oct,4.607,1/1/2012
2013,BA,Oct,1.969,1/1/2013
2014,BA,Oct,2.763,1/1/2014
2015,BA,Oct,4.989,1/1/2015
2016,BA,Oct,1.415,1/1/2016
2017,BA,Oct,4.005,1/1/2017
1998,BA,Nov,49,1/1/1998
1999,BA,Nov,49,1/1/1999
2000,BA,Nov,114,1/1/2000
2001,BA,Nov,699,1/1/2001
2002,BA,Nov,1.02,1/1/2002
2003,BA,Nov,533,1/1/2003
2004,BA,Nov,1.736,1/1/2004
2005,BA,Nov,1.595,1/1/2005
2006,BA,Nov,239,1/1/2006
2007,BA,Nov,2.126,1/1/2007
2008,BA,Nov,3.175,1/1/2008
2009,BA,Nov,402,1/1/2009
2010,BA,Nov,605,1/1/2010
2011,BA,Nov,176,1/1/2011
2012,BA,Nov,168,1/1/2012
2013,BA,Nov,288,1/1/2013
2014,BA,Nov,348,1/1/2014
2015,BA,Nov,1.705,1/1/2015
2016,BA,Nov,408,1/1/2016
2017,BA,Nov,174,1/1/2017
1998,BA,Dec,82,1/1/1998
1999,BA,Dec,37,1/1/1999
2000,BA,Dec,24,1/1/2000
2001,BA,Dec,158,1/1/2001
2002,BA,Dec,848,1/1/2002
2003,BA,Dec,710,1/1/2003
2004,BA,Dec,423,1/1/2004
2005,BA,Dec,116,1/1/2005
2006,BA,Dec,169,1/1/2006
2007,BA,Dec,259,1/1/2007
2008,BA,Dec,52,1/1/2008
2009,BA,Dec,308,1/1/2009
2010,BA,Dec,226,1/1/2010
2011,BA,Dec,230,1/1/2011
2012,BA,Dec,477,1/1/2012
2013,BA,Dec,131,1/1/2013
2014,BA,Dec,144,1/1/2014
2015,BA,Dec,1.408,1/1/2015
2016,BA,Dec,164,1/1/2016
1998,CE,Jan,0,1/1/1998
1999,CE,Jan,47,1/1/1999
2000,CE,Jan,1,1/1/2000
2001,CE,Jan,11,1/1/2001
2002,CE,Jan,33,1/1/2002
2003,CE,Jan,264,1/1/2003
2004,CE,Jan,143,1/1/2004
2005,CE,Jan,384,1/1/2005
2006,CE,Jan,211,1/1/2006
2007,CE,Jan,304,1/1/2007
2008,CE,Jan,166,1/1/2008
2009,CE,Jan,347,1/1/2009
2010,CE,Jan,288,1/1/2010
2011,CE,Jan,32,1/1/2011
2012,CE,Jan,273,1/1/2012
2013,CE,Jan,103,1/1/2013
2014,CE,Jan,115,1/1/2014
2015,CE,Jan,207,1/1/2015
2016,CE,Jan,100,1/1/2016
2017,CE,Jan,91,1/1/2017
1998,CE,Fev,0,1/1/1998
1999,CE,Fev,16,1/1/1999
2000,CE,Fev,6,1/1/2000
2001,CE,Fev,0,1/1/2001
2002,CE,Fev,75,1/1/2002
2003,CE,Fev,9,1/1/2003
2004,CE,Fev,5,1/1/2004
2005,CE,Fev,25,1/1/2005
2006,CE,Fev,23,1/1/2006
2007,CE,Fev,3,1/1/2007
2008,CE,Fev,12,1/1/2008
2009,CE,Fev,8,1/1/2009
2010,CE,Fev,63,1/1/2010
2011,CE,Fev,2,1/1/2011
2012,CE,Fev,41,1/1/2012
2013,CE,Fev,49,1/1/2013
2014,CE,Fev,18,1/1/2014
2015,CE,Fev,25,1/1/2015
2016,CE,Fev,13,1/1/2016
2017,CE,Fev,9,1/1/2017
1998,CE,Mar,0,1/1/1998
1999,CE,Mar,30,1/1/1999
2000,CE,Mar,9,1/1/2000
2001,CE,Mar,0,1/1/2001
2002,CE,Mar,17,1/1/2002
2003,CE,Mar,3,1/1/2003
2004,CE,Mar,1,1/1/2004
2005,CE,Mar,5,1/1/2005
2006,CE,Mar,3,1/1/2006
2007,CE,Mar,2,1/1/2007
2008,CE,Mar,2,1/1/2008
2009,CE,Mar,3,1/1/2009
2010,CE,Mar,40,1/1/2010
2011,CE,Mar,6,1/1/2011
2012,CE,Mar,10,1/1/2012
2013,CE,Mar,17,1/1/2013
2014,CE,Mar,6,1/1/2014
2015,CE,Mar,20,1/1/2015
2016,CE,Mar,4,1/1/2016
2017,CE,Mar,4,1/1/2017
1998,CE,Apr,0,1/1/1998
1999,CE,Apr,6,1/1/1999
2000,CE,Apr,15,1/1/2000
2001,CE,Apr,2,1/1/2001
2002,CE,Apr,5,1/1/2002
2003,CE,Apr,3,1/1/2003
2004,CE,Apr,2,1/1/2004
2005,CE,Apr,4,1/1/2005
2006,CE,Apr,1,1/1/2006
2007,CE,Apr,1,1/1/2007
2008,CE,Apr,0,1/1/2008
2009,CE,Apr,0,1/1/2009
2010,CE,Apr,7,1/1/2010
2011,CE,Apr,1,1/1/2011
2012,CE,Apr,2,1/1/2012
2013,CE,Apr,4,1/1/2013
2014,CE,Apr,4,1/1/2014
2015,CE,Apr,3,1/1/2015
2016,CE,Apr,10,1/1/2016
2017,CE,Apr,6,1/1/2017
1998,CE,May,0,1/1/1998
1999,CE,May,5,1/1/1999
2000,CE,May,7,1/1/2000
2001,CE,May,81,1/1/2001
2002,CE,May,10,1/1/2002
2003,CE,May,0,1/1/2003
2004,CE,May,3,1/1/2004
2005,CE,May,1,1/1/2005
2006,CE,May,0,1/1/2006
2007,CE,May,0,1/1/2007
2008,CE,May,0,1/1/2008
2009,CE,May,0,1/1/2009
2010,CE,May,2,1/1/2010
2011,CE,May,0,1/1/2011
2012,CE,May,19,1/1/2012
2013,CE,May,4,1/1/2013
2014,CE,May,4,1/1/2014
2015,CE,May,17,1/1/2015
2016,CE,May,8,1/1/2016
2017,CE,May,9,1/1/2017
1998,CE,Jun,1,1/1/1998
1999,CE,Jun,16,1/1/1999
2000,CE,Jun,16,1/1/2000
2001,CE,Jun,38,1/1/2001
2002,CE,Jun,13,1/1/2002
2003,CE,Jun,2,1/1/2003
2004,CE,Jun,1,1/1/2004
2005,CE,Jun,6,1/1/2005
2006,CE,Jun,0,1/1/2006
2007,CE,Jun,1,1/1/2007
2008,CE,Jun,1,1/1/2008
2009,CE,Jun,0,1/1/2009
2010,CE,Jun,3,1/1/2010
2011,CE,Jun,5,1/1/2011
2012,CE,Jun,28,1/1/2012
2013,CE,Jun,5,1/1/2013
2014,CE,Jun,19,1/1/2014
2015,CE,Jun,22,1/1/2015
2016,CE,Jun,45,1/1/2016
2017,CE,Jun,23,1/1/2017
1998,CE,Jul,76,1/1/1998
1999,CE,Jul,83,1/1/1999
2000,CE,Jul,18,1/1/2000
2001,CE,Jul,146,1/1/2001
2002,CE,Jul,12,1/1/2002
2003,CE,Jul,14,1/1/2003
2004,CE,Jul,16,1/1/2004
2005,CE,Jul,14,1/1/2005
2006,CE,Jul,1,1/1/2006
2007,CE,Jul,11,1/1/2007
2008,CE,Jul,3,1/1/2008
2009,CE,Jul,7,1/1/2009
2010,CE,Jul,44,1/1/2010
2011,CE,Jul,18,1/1/2011
2012,CE,Jul,50,1/1/2012
2013,CE,Jul,4,1/1/2013
2014,CE,Jul,47,1/1/2014
2015,CE,Jul,25,1/1/2015
2016,CE,Jul,124,1/1/2016
2017,CE,Jul,26,1/1/2017
1998,CE,Aug,93,1/1/1998
1999,CE,Aug,131,1/1/1999
2000,CE,Aug,79,1/1/2000
2001,CE,Aug,219,1/1/2001
2002,CE,Aug,111,1/1/2002
2003,CE,Aug,109,1/1/2003
2004,CE,Aug,61,1/1/2004
2005,CE,Aug,51,1/1/2005
2006,CE,Aug,50,1/1/2006
2007,CE,Aug,182,1/1/2007
2008,CE,Aug,32,1/1/2008
2009,CE,Aug,26,1/1/2009
2010,CE,Aug,202,1/1/2010
2011,CE,Aug,53,1/1/2011
2012,CE,Aug,278,1/1/2012
2013,CE,Aug,32,1/1/2013
2014,CE,Aug,155,1/1/2014
2015,CE,Aug,127,1/1/2015
2016,CE,Aug,293,1/1/2016
2017,CE,Aug,121,1/1/2017
1998,CE,Sep,590,1/1/1998
1999,CE,Sep,124,1/1/1999
2000,CE,Sep,127,1/1/2000
2001,CE,Sep,801,1/1/2001
2002,CE,Sep,172,1/1/2002
2003,CE,Sep,384,1/1/2003
2004,CE,Sep,144,1/1/2004
2005,CE,Sep,185,1/1/2005
2006,CE,Sep,237,1/1/2006
2007,CE,Sep,241,1/1/2007
2008,CE,Sep,177,1/1/2008
2009,CE,Sep,101,1/1/2009
2010,CE,Sep,357,1/1/2010
2011,CE,Sep,239,1/1/2011
2012,CE,Sep,609,1/1/2012
2013,CE,Sep,177,1/1/2013
2014,CE,Sep,155,1/1/2014
2015,CE,Sep,214,1/1/2015
2016,CE,Sep,370,1/1/2016
2017,CE,Sep,505,1/1/2017
1998,CE,Oct,1.014,1/1/1998
1999,CE,Oct,309,1/1/1999
2000,CE,Oct,875,1/1/2000
2001,CE,Oct,2.045,1/1/2001
2002,CE,Oct,1.606,1/1/2002
2003,CE,Oct,1.761,1/1/2003
2004,CE,Oct,1.217,1/1/2004
2005,CE,Oct,1.378,1/1/2005
2006,CE,Oct,581,1/1/2006
2007,CE,Oct,964,1/1/2007
2008,CE,Oct,816,1/1/2008
2009,CE,Oct,435,1/1/2009
2010,CE,Oct,502,1/1/2010
2011,CE,Oct,415,1/1/2011
2012,CE,Oct,1.104,1/1/2012
2013,CE,Oct,466,1/1/2013
2014,CE,Oct,517,1/1/2014
2015,CE,Oct,658,1/1/2015
2016,CE,Oct,1.31,1/1/2016
2017,CE,Oct,949,1/1/2017
1998,CE,Nov,575,1/1/1998
1999,CE,Nov,524,1/1/1999
2000,CE,Nov,669,1/1/2000
2001,CE,Nov,2.456,1/1/2001
2002,CE,Nov,2.715,1/1/2002
2003,CE,Nov,3.327,1/1/2003
2004,CE,Nov,2.9,1/1/2004
2005,CE,Nov,2.483,1/1/2005
2006,CE,Nov,1.012,1/1/2006
2007,CE,Nov,1.443,1/1/2007
2008,CE,Nov,1.753,1/1/2008
2009,CE,Nov,1.653,1/1/2009
2010,CE,Nov,1.652,1/1/2010
2011,CE,Nov,1.561,1/1/2011
2012,CE,Nov,995,1/1/2012
2013,CE,Nov,1.081,1/1/2013
2014,CE,Nov,829,1/1/2014
2015,CE,Nov,1.081,1/1/2015
2016,CE,Nov,1.328,1/1/2016
2017,CE,Nov,812,1/1/2017
1998,CE,Dec,276,1/1/1998
1999,CE,Dec,397,1/1/1999
2000,CE,Dec,389,1/1/2000
2001,CE,Dec,545,1/1/2001
2002,CE,Dec,1.787,1/1/2002
2003,CE,Dec,2.436,1/1/2003
2004,CE,Dec,3.158,1/1/2004
2005,CE,Dec,1.36,1/1/2005
2006,CE,Dec,1.161,1/1/2006
2007,CE,Dec,1.177,1/1/2007
2008,CE,Dec,1.655,1/1/2008
2009,CE,Dec,1.987,1/1/2009
2010,CE,Dec,578,1/1/2010
2011,CE,Dec,1.441,1/1/2011
2012,CE,Dec,631,1/1/2012
2013,CE,Dec,956,1/1/2013
2014,CE,Dec,643,1/1/2014
2015,CE,Dec,1.021,1/1/2015
2016,CE,Dec,819,1/1/2016
1998,DF,Jan,0,1/1/1998
1999,DF,Jan,0,1/1/1999
2000,DF,Jan,0,1/1/2000
2001,DF,Jan,0,1/1/2001
2002,DF,Jan,0,1/1/2002
2003,DF,Jan,0,1/1/2003
2004,DF,Jan,0,1/1/2004
2005,DF,Jan,0,1/1/2005
2006,DF,Jan,0,1/1/2006
2007,DF,Jan,0,1/1/2007
2008,DF,Jan,0,1/1/2008
2009,DF,Jan,1,1/1/2009
2010,DF,Jan,2,1/1/2010
2011,DF,Jan,2,1/1/2011
2012,DF,Jan,0,1/1/2012
2013,DF,Jan,0,1/1/2013
2014,DF,Jan,0,1/1/2014
2015,DF,Jan,1,1/1/2015
2016,DF,Jan,1,1/1/2016
2017,DF,Jan,1,1/1/2017
1998,DF,Fev,0,1/1/1998
1999,DF,Fev,2,1/1/1999
2000,DF,Fev,0,1/1/2000
2001,DF,Fev,1,1/1/2001
2002,DF,Fev,0,1/1/2002
2003,DF,Fev,1,1/1/2003
2004,DF,Fev,0,1/1/2004
2005,DF,Fev,0,1/1/2005
2006,DF,Fev,0,1/1/2006
2007,DF,Fev,0,1/1/2007
2008,DF,Fev,0,1/1/2008
2009,DF,Fev,0,1/1/2009
2010,DF,Fev,4,1/1/2010
